title_left,title_right
"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i7 3520M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - Vology","Lenovo ThinkPad X230 2320 - 12.5"" - Core i7 3520M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 320 GB HDD - Vology"
"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology","Lenovo ThinkPad X1 Carbon Touch 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 240 GB SSD - Vology"
"lenovo latitude inch (c55-b5350) - 20 hdd hybrid battery i14rmt 6"" core drive gps | ssd | 1 2gb 4gb 500 - hd","Lenovo Latitude Inch (C55-B5350) 2GB 20 Core Gps Hybrid I14RMT 6"" HDD 4GB | Battery SSD | 1 - Drive 500 - HD"
"HP UX21ERF T430s 2441 Core 14"" Ssdâdvdrwâwin7âoffice2010âwifinâhdmi","14"" UX21ERF T430S 2441 CORE HP SSDÂDVDRWÂWIN7ÂOFFICE2010ÂWIFINÂHDMI"
Amazon.com : Acer Aspire V3-572PG-767J 15.6-Inch Touchscreen Laptop (Platinum Silver) : Computers & Accessories,Amazon.com : Acer Aspire V3-572-78S3 15.6-Inch Laptop (Platinum Silver) : Computers & Accessories
"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - Vology"
"HP | Gateway 52 Switching & 4 Camera Silver 4600 ThinkPad i7 Pro : eBay | Alibaba.com X 7"" Core HD for GB N2830/2G Vology XP3 SoftwareCity.ca Comparison on HD","HP ThinkPad Gateway 52 N2830/2G Core for Camera XP3 Switching | i7 Pro GB 64-bit eBay | Alibaba.com X Silver & 4 7"" SoftwareCity.ca Vology on : HD Comparison 4600 HD"
"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - with UltraBase Series 3 - Vology","Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 8 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology"
TOSHIBA T430 G1 LED HOURS -,toshiba inspiron t430 g1 led hours -
"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology"
"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker with Built-in Microphone - Micro SD card slot - Voice Prompt (Silver) : Computers & Accessories","Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker Portable with Built-in Microphone and Micro SD card slot (Silver) : Computers & Accessories"
"Lenovo ThinkPad X1 Carbon Touch 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 180 GB SSD - Vology","Lenovo ThinkPad X1 Carbon 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 8 GB RAM - 240 GB SSD - Vology"
"Android Inch Buy 5 G1-i5-4200U-4GB-500GB No 3"" - Miniprice.ca Intel eBay Core | | eBay Notebook - & 3 39,6cm 8 RAM","Miniprice.ca Inch 39,6cm 5 G1-i5-4200U-4GB-500GB | Notebook 3"" Buy Intel Android Core No | eBay - - & 3 eBay 8 RAM"
"hp cf-53jalbylm inch l520 4"" rgb core 2 dvd intel","HP CF-53JALBYLM Inch L520 4"" RGB Core 2 - DVD Intel"
"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD - Vology","Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology"
"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","Lenovo ThinkPad X230 2320 - 12.5"" - Core i5 3320M - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology"
"Lenovo ThinkPad X230 2320 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","Lenovo ThinkPad X230 2320 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - with UltraBase Series 3 - Vology"
