left_instance_id,right_instance_id
459475,525270
141485,459475
459475,617298
459475,707777
459475,1200313
459475,783786
269359,459475
376435,459475
220952,459475
353502,656148
74573,953269
475997,657242
353187,640306
353187,665008
27744,353187
85149,353187
353187,716113
353187,953844
298498,353187
353187,962676
353187,602914
78790,353187
353187,1176803
46334,353187
300302,353187
353187,439649
353187,832970
5585,353187
353187,923715
353187,432286
64135,353187
353187,933048
353187,769399
327240,353187
353187,753549
689059,738563
689059,927370
10434,689059
43547,689059
527144,689059
689059,977945
689059,765044
689059,1191260
413584,689059
538418,689059
689059,817272
400124,689059
564059,689059
689059,867324
565083,689059
975781,984141
17565,975781
975781,1041786
345732,975781
608062,975781
878708,975781
67839,975781
975781,1035512
975781,1101685
282810,975781
504103,975781
791724,975781
653168,975781
366473,975781
383406,975781
975781,1014258
826955,975781
402356,1004420
141485,525270
525270,543560
76617,525270
525270,707777
525270,1200313
525270,783786
104977,525270
376435,525270
525270,728794
220952,525270
418789,1139993
418789,813048
418789,805337
331031,418789
418789,773674
418789,660310
418789,783266
418789,840632
160698,418789
251316,418789
418789,775729
418789,1063126
228806,418789
418789,1097340
418789,1146586
919725,943080
76617,951273
617298,951273
104977,951273
777209,951273
269359,951273
580720,951273
400589,951273
728794,951273
639978,1042017
639978,871202
639978,764755
639978,839281
315124,639978
78596,639978
639978,906707
639978,1144370
595720,639978
301409,639978
639978,1170343
271364,657437
165007,918553
918553,1082577
246994,918553
591235,918553
698133,918553
485193,918553
206865,918553
665957,918553
674226,918553
453128,918553
918553,977442
519222,918553
281751,918553
249012,918553
412911,918553
918553,995423
225419,918553
503953,918553
823803,918553
291431,918553
317033,918553
317339,918553
596073,918553
244133,918553
203377,918553
695299,918553
859218,918553
777397,918553
572601,918553
130458,918553
703939,918553
56896,918553
918553,1195748
106380,918553
216431,508994
17565,984141
984141,1041786
345732,984141
608062,984141
878708,984141
67839,984141
984141,1035512
984141,1101685
282810,984141
504103,984141
922697,984141
791724,984141
984141,1054506
653168,984141
383406,984141
984141,1014258
826955,984141
345173,1181214
58464,1045401
137881,664701
230536,437100
165007,1082577
165007,246994
165007,591235
165007,698133
165007,206865
165007,665957
165007,674226
165007,453128
165007,977442
165007,519222
165007,281751
165007,249012
165007,412911
151611,165007
165007,995423
165007,225419
165007,503953
165007,823803
165007,291431
165007,317033
165007,317339
165007,596073
165007,244133
165007,203377
165007,695299
165007,859218
165007,777397
165007,572601
130458,165007
165007,703939
56896,165007
165007,1195748
106380,165007
17565,1041786
17565,345732
17565,608062
17565,878708
17565,67839
17565,1035512
17565,1101685
17565,282810
17565,504103
17565,791724
17565,653168
17565,366473
17565,383406
17565,1014258
17565,826955
246994,1082577
698133,1082577
206865,1082577
665957,1082577
674226,1082577
453128,1082577
977442,1082577
519222,1082577
281751,1082577
249012,1082577
412911,1082577
995423,1082577
225419,1082577
503953,1082577
823803,1082577
291431,1082577
317033,1082577
317339,1082577
596073,1082577
244133,1082577
203377,1082577
695299,1082577
859218,1082577
777397,1082577
572601,1082577
130458,1082577
703939,1082577
56896,1082577
1082577,1195748
106380,1082577
246994,591235
246994,698133
206865,246994
246994,665957
246994,674226
246994,453128
246994,977442
246994,871202
246994,519222
246994,281751
246994,249012
246994,412911
246994,995423
225419,246994
246994,503953
246994,823803
246994,291431
246994,317033
246994,317339
246994,596073
244133,246994
203377,246994
246994,695299
246994,859218
246994,777397
246994,572601
130458,246994
246994,703939
56896,246994
246994,1195748
106380,246994
738563,927370
10434,738563
43547,738563
527144,738563
738563,765044
738563,1191260
413584,738563
300930,738563
738563,817272
400124,738563
564059,738563
738563,867324
565083,738563
886073,1139993
813048,1139993
600291,1139993
805337,1139993
331031,1139993
773674,1139993
660310,1139993
783266,1139993
840632,1139993
160698,1139993
775729,1139993
1063126,1139993
269179,1139993
228806,1139993
1097340,1139993
1139993,1146586
640306,730413
665008,730413
10434,730413
730413,1010776
730413,765044
298498,730413
730413,962676
730413,1028923
78790,730413
730413,1176803
46334,730413
300302,730413
730413,832970
5585,730413
300930,730413
730413,923715
555407,730413
64135,730413
730413,933048
730413,769399
327240,730413
730413,753549
640306,665008
640306,1010776
27744,640306
85149,640306
640306,716113
640306,953844
298498,640306
640306,962676
602914,640306
640306,1028923
78790,640306
640306,1176803
439649,640306
640306,832970
5585,640306
300930,640306
640306,923715
432286,640306
555407,640306
64135,640306
640306,933048
640306,769399
327240,640306
640306,753549
600291,886073
67939,886073
773674,886073
840632,886073
269179,886073
228806,886073
886073,1146586
492859,749709
216359,763217
662387,927060
828791,1037962
345732,1041786
608062,1041786
878708,1041786
67839,1041786
1035512,1041786
1041786,1101685
282810,1041786
504103,1041786
791724,1041786
653168,1041786
366473,1041786
383406,1041786
1014258,1041786
826955,1041786
591235,698133
206865,591235
591235,665957
591235,674226
453128,591235
591235,977442
519222,591235
281751,591235
249012,591235
412911,591235
151611,591235
591235,995423
225419,591235
503953,591235
591235,823803
317033,591235
317339,591235
591235,596073
244133,591235
203377,591235
591235,695299
591235,777397
130458,591235
591235,703939
56896,591235
591235,1195748
106380,591235
136639,1033634
665008,1010776
27744,665008
85149,665008
665008,716113
665008,953844
298498,665008
665008,962676
602914,665008
665008,1028923
78790,665008
665008,1176803
300302,665008
439649,665008
665008,832970
5585,665008
665008,923715
432286,665008
555407,665008
64135,665008
665008,933048
665008,769399
327240,665008
665008,753549
591288,716413
47226,656831
9664,408600
75266,179921
391832,1156663
702572,1123928
485193,1042017
871202,1042017
764755,1042017
839281,1042017
315124,1042017
78596,1042017
201659,1042017
906707,1042017
1042017,1144370
595720,1042017
301409,1042017
1042017,1170343
61819,640612
20431,1115774
345732,608062
345732,878708
67839,345732
345732,1101685
282810,345732
345732,504103
345732,922697
345732,791724
345732,1054506
345732,653168
345732,383406
345732,1014258
345732,826955
10434,927370
43547,927370
527144,927370
927370,977945
927370,1010776
765044,927370
927370,1191260
413584,927370
538418,927370
817272,927370
400124,927370
564059,927370
867324,927370
565083,927370
26253,881521
159600,370318
1083209,1132226
1059128,1132226
568114,1132226
683141,1132226
1132226,1199587
323095,1132226
732934,1132226
651055,1132226
626577,1132226
611004,1132226
300147,1132226
480511,1132226
726294,1132226
579374,1132226
63351,1132226
1046485,1132226
506713,1132226
392281,1132226
310482,1132226
1023494,1132226
206865,698133
665957,698133
674226,698133
453128,698133
698133,977442
519222,698133
281751,698133
249012,698133
412911,698133
151611,698133
698133,995423
225419,698133
503953,698133
698133,823803
291431,698133
317033,698133
317339,698133
596073,698133
244133,698133
203377,698133
695299,698133
698133,859218
698133,777397
572601,698133
130458,698133
698133,703939
56896,698133
698133,1195748
106380,698133
182052,896937
608062,878708
67839,608062
608062,1101685
282810,608062
504103,608062
608062,922697
608062,791724
608062,1054506
608062,653168
383406,608062
608062,1014258
608062,826955
485193,674226
485193,977442
485193,871202
485193,764755
485193,519222
281751,485193
412911,485193
485193,839281
315124,485193
485193,503953
485193,823803
78596,485193
485193,906707
485193,1144370
485193,595720
485193,596073
301409,485193
244133,485193
485193,1170343
485193,777397
106380,485193
568114,1083209
683141,1083209
732934,1083209
651055,1083209
536385,1083209
626577,1083209
611004,1083209
300147,1083209
480511,1083209
726294,1083209
579374,1083209
539005,1083209
506713,1083209
392281,1083209
310482,1083209
1023494,1083209
900016,1165132
427882,543560
76617,427882
427882,617298
104977,427882
427882,777209
269359,427882
427882,728794
272241,469554
420447,927616
535067,1001436
930988,1001436
805337,813048
331031,813048
773674,813048
660310,813048
783266,813048
813048,840632
160698,813048
251316,813048
775729,813048
813048,1063126
228806,813048
813048,1097340
813048,1146586
888082,927759
149521,253376
206865,665957
206865,674226
206865,453128
206865,977442
206865,871202
206865,519222
206865,281751
206865,249012
206865,412911
206865,995423
206865,225419
206865,503953
206865,823803
206865,291431
206865,317033
206865,317339
206865,596073
206865,244133
203377,206865
206865,695299
206865,859218
206865,777397
206865,572601
130458,206865
206865,703939
56896,206865
206865,1195748
106380,206865
67839,878708
878708,1101685
282810,878708
504103,878708
878708,922697
791724,878708
878708,1054506
653168,878708
383406,878708
878708,1014258
826955,878708
141485,617298
141485,707777
141485,1200313
141485,783786
141485,269359
141485,376435
141485,220952
86260,411834
10434,43547
10434,765044
10434,1191260
10434,413584
10434,1028923
10434,300930
10434,400124
10434,564059
10434,867324
67939,600291
600291,773674
600291,840632
269179,600291
228806,600291
600291,1146586
67839,1035512
67839,1101685
67839,282810
67839,504103
67839,791724
67839,653168
67839,366473
67839,383406
67839,1014258
67839,826955
177572,698640
698653,872089
568114,1059128
1002305,1059128
683141,1059128
1059128,1199587
732934,1059128
626577,1059128
480511,1059128
579374,1059128
63351,1059128
506713,1059128
392281,1059128
310482,1059128
1023494,1059128
126795,313690
313690,602209
684150,1116508
67939,775729
67939,269179
67939,1146586
665957,674226
453128,665957
665957,977442
665957,871202
519222,665957
281751,665957
249012,665957
412911,665957
665957,995423
225419,665957
503953,665957
665957,823803
291431,665957
317033,665957
317339,665957
596073,665957
244133,665957
203377,665957
665957,695299
665957,859218
665957,777397
572601,665957
130458,665957
665957,703939
56896,665957
665957,1195748
106380,665957
126795,223600
223600,1085479
158102,1126053
453128,674226
674226,977442
519222,674226
281751,674226
249012,674226
412911,674226
674226,995423
225419,674226
503953,674226
674226,823803
291431,674226
317033,674226
317339,674226
596073,674226
244133,674226
203377,674226
674226,695299
674226,859218
674226,777397
572601,674226
130458,674226
674226,703939
56896,674226
674226,1195748
106380,674226
331031,805337
773674,805337
660310,805337
783266,805337
805337,840632
160698,805337
251316,805337
775729,805337
805337,1063126
269179,805337
228806,805337
805337,1097340
407072,469487
453128,977442
453128,519222
281751,453128
249012,453128
412911,453128
453128,995423
225419,453128
453128,503953
453128,823803
291431,453128
317033,453128
317339,453128
453128,596073
244133,453128
203377,453128
453128,695299
453128,859218
453128,777397
453128,572601
130458,453128
453128,703939
453128,1195748
106380,453128
43547,977945
43547,765044
43547,1191260
43547,413584
43547,538418
43547,64135
43547,400124
43547,564059
43547,867324
43547,933048
535067,930988
519222,977442
281751,977442
249012,977442
412911,977442
977442,995423
225419,977442
503953,977442
823803,977442
291431,977442
317033,977442
317339,977442
596073,977442
244133,977442
203377,977442
695299,977442
859218,977442
777397,977442
572601,977442
130458,977442
703939,977442
56896,977442
977442,1195748
106380,977442
207461,657978
912047,1141787
270157,281313
92945,585622
764755,871202
519222,871202
249012,871202
412911,871202
839281,871202
315124,871202
225419,871202
823803,871202
78596,871202
871202,906707
871202,1144370
595720,871202
301409,871202
871202,1170343
777397,871202
703939,871202
871202,1195748
527144,977945
413584,527144
527144,538418
527144,817272
527144,564059
527144,867324
527144,565083
568114,683141
568114,1199587
323095,568114
568114,732934
568114,651055
568114,626577
568114,611004
300147,568114
480511,568114
568114,726294
568114,579374
63351,568114
568114,1046485
506713,568114
392281,568114
310482,568114
568114,1023494
805694,838524
117629,551742
1002305,1199587
63351,1002305
84805,769297
76617,543560
543560,617298
543560,1200313
104977,543560
269359,543560
543560,580720
400589,543560
543560,728794
220952,543560
76617,617298
76617,1200313
76617,104977
76617,269359
76617,580720
76617,400589
76617,728794
76617,220952
101197,1175055
617298,707777
617298,783786
104977,617298
269359,617298
580720,617298
400589,617298
617298,728794
764755,839281
315124,764755
78596,764755
201659,764755
764755,906707
764755,1144370
595720,764755
301409,764755
764755,1170343
281439,294543
799929,1035107
43887,381188
348909,633806
413584,977945
538418,977945
817272,977945
400124,977945
564059,977945
867324,977945
565083,977945
281751,519222
249012,519222
412911,519222
151611,519222
519222,995423
225419,519222
503953,519222
519222,823803
291431,519222
317033,519222
317339,519222
519222,596073
244133,519222
203377,519222
519222,695299
519222,859218
519222,777397
519222,572601
130458,519222
519222,703939
56896,519222
519222,1195748
106380,519222
232532,841563
85149,1010776
298498,1010776
413584,1010776
962676,1010776
1010776,1028923
832970,1010776
5585,1010776
300930,1010776
64135,1010776
400124,1010776
933048,1010776
769399,1010776
327240,1010776
27744,85149
27744,716113
27744,953844
27744,298498
27744,962676
27744,602914
27744,78790
27744,1176803
27744,46334
27744,300302
27744,439649
27744,832970
5585,27744
27744,923715
27744,432286
27744,64135
27744,933048
27744,327240
27744,753549
290462,887913
765044,1191260
413584,765044
765044,1176803
555407,765044
400124,765044
564059,765044
765044,867324
683141,1199587
323095,683141
683141,732934
651055,683141
626577,683141
611004,683141
300147,683141
480511,683141
683141,726294
579374,683141
63351,683141
683141,1046485
506713,683141
392281,683141
310482,683141
683141,1023494
249012,281751
281751,412911
281751,995423
225419,281751
281751,503953
281751,823803
281751,291431
281751,317033
281751,317339
281751,596073
244133,281751
203377,281751
281751,695299
281751,859218
281751,777397
281751,572601
130458,281751
281751,703939
56896,281751
281751,1195748
106380,281751
85149,716113
85149,953844
85149,298498
85149,962676
85149,602914
78790,85149
85149,1176803
46334,85149
85149,300302
85149,439649
85149,832970
5585,85149
85149,432286
64135,85149
85149,933048
85149,327240
85149,753549
249012,412911
249012,995423
225419,249012
249012,503953
249012,823803
249012,291431
249012,317033
249012,317339
249012,596073
244133,249012
203377,249012
249012,695299
249012,859218
249012,777397
249012,572601
130458,249012
249012,703939
56896,249012
249012,1195748
106380,249012
707777,1200313
707777,783786
269359,707777
376435,707777
220952,707777
175317,767767
39516,101601
151611,412911
412911,995423
225419,412911
412911,503953
412911,823803
291431,412911
317033,412911
317339,412911
412911,596073
244133,412911
203377,412911
412911,695299
412911,859218
412911,777397
412911,572601
130458,412911
412911,703939
56896,412911
412911,1195748
106380,412911
126196,793893
1035512,1101685
282810,1035512
922697,1035512
791724,1035512
1035512,1054506
366473,1035512
1014258,1035512
826955,1035512
383389,1133820
331031,773674
331031,660310
331031,783266
331031,840632
160698,331031
251316,331031
331031,775729
331031,1063126
228806,331031
331031,1097340
57132,1027388
716113,953844
298498,716113
716113,962676
602914,716113
78790,716113
46334,716113
300302,716113
439649,716113
716113,832970
5585,716113
716113,923715
432286,716113
555407,716113
716113,769399
327240,716113
716113,753549
413584,1191260
300930,1191260
817272,1191260
400124,1191260
564059,1191260
867324,1191260
565083,1191260
1159290,1215923
896453,1151303
144855,896453
604087,896453
634335,1093466
732934,1199587
626577,1199587
480511,1199587
579374,1199587
63351,1199587
506713,1199587
392281,1199587
310482,1199587
1023494,1199587
298498,953844
953844,962676
602914,953844
78790,953844
46334,953844
300302,953844
439649,953844
832970,953844
5585,953844
923715,953844
432286,953844
555407,953844
64135,953844
933048,953844
769399,953844
327240,953844
753549,953844
298498,962676
298498,602914
298498,1028923
78790,298498
298498,1176803
298498,300302
298498,439649
298498,832970
5585,298498
298498,923715
298498,555407
64135,298498
298498,933048
298498,769399
298498,327240
298498,753549
323095,732934
323095,626577
323095,480511
323095,579374
63351,323095
323095,1046485
323095,506713
323095,392281
310482,323095
323095,1023494
660310,773674
773674,783266
773674,840632
160698,773674
251316,773674
773674,775729
773674,1063126
228806,773674
773674,1097340
315124,839281
78596,839281
201659,839281
839281,906707
839281,1144370
595720,839281
301409,839281
839281,1170343
136104,306869
306869,907337
224952,890759
200629,233180
78596,315124
201659,315124
315124,906707
315124,1144370
315124,595720
301409,315124
315124,1170343
651055,732934
626577,732934
611004,732934
300147,732934
480511,732934
726294,732934
579374,732934
63351,732934
732934,1046485
506713,732934
392281,732934
310482,732934
732934,1023494
290577,743015
536385,651055
626577,651055
611004,651055
300147,651055
480511,651055
651055,726294
579374,651055
539005,651055
506713,651055
392281,651055
310482,651055
651055,1023494
536385,611004
300147,536385
536385,726294
536385,539005
126795,1085479
126795,602209
126795,1030861
282810,1101685
504103,1101685
791724,1101685
653168,1101685
366473,1101685
383406,1101685
1014258,1101685
826955,1101685
413584,538418
413584,817272
400124,413584
413584,564059
413584,867324
413584,565083
611004,626577
300147,626577
480511,626577
626577,726294
579374,626577
63351,626577
626577,1046485
506713,626577
392281,626577
310482,626577
626577,1023494
12242,981309
907337,1134633
151611,225419
151611,503953
151611,823803
151611,317033
151611,317339
151611,596073
151611,244133
151611,203377
151611,695299
151611,777397
151611,703939
56896,151611
151611,1195748
106380,151611
331838,651639
225419,995423
503953,995423
823803,995423
291431,995423
317033,995423
317339,995423
596073,995423
244133,995423
203377,995423
695299,995423
859218,995423
777397,995423
572601,995423
130458,995423
703939,995423
995423,1195748
106380,995423
602914,962676
962676,1028923
78790,962676
962676,1176803
300302,962676
439649,962676
832970,962676
5585,962676
923715,962676
555407,962676
64135,962676
933048,962676
769399,962676
327240,962676
753549,962676
481783,1101957
225419,503953
225419,823803
225419,291431
225419,317033
225419,317339
225419,596073
225419,244133
203377,225419
225419,695299
225419,859218
225419,777397
225419,572601
130458,225419
225419,703939
56896,225419
225419,1195748
106380,225419
503953,823803
291431,503953
317033,503953
317339,503953
503953,596073
244133,503953
203377,503953
503953,695299
503953,859218
503953,777397
503953,572601
130458,503953
503953,703939
56896,503953
503953,1195748
106380,503953
400541,1200304
783786,1200313
104977,1200313
376435,1200313
728794,1200313
220952,1200313
282810,504103
282810,922697
282810,791724
282810,1054506
282810,653168
282810,366473
282810,383406
282810,1014258
282810,826955
184570,275791
504103,922697
504103,791724
504103,1054506
504103,653168
383406,504103
504103,1014258
504103,826955
144855,1151303
604087,1151303
291431,823803
317033,823803
317339,823803
596073,823803
244133,823803
203377,823803
695299,823803
823803,859218
777397,823803
572601,823803
130458,823803
703939,823803
56896,823803
823803,1195748
106380,823803
202561,1167886
864817,965327
45623,506338
480731,578118
291431,317033
291431,317339
291431,596073
244133,291431
203377,291431
291431,695299
291431,859218
291431,777397
291431,572601
130458,291431
291431,703939
56896,291431
291431,1195748
106380,291431
300147,611004
480511,611004
611004,726294
579374,611004
539005,611004
506713,611004
392281,611004
310482,611004
611004,1023494
725704,1021375
923409,1151707
78596,201659
78596,906707
78596,1144370
78596,595720
78596,301409
78596,1170343
78790,602914
46334,602914
300302,602914
439649,602914
602914,832970
5585,602914
602914,923715
432286,602914
555407,602914
64135,602914
602914,933048
602914,769399
327240,602914
602914,753549
1028923,1176803
46334,1028923
300302,1028923
832970,1028923
5585,1028923
300930,1028923
923715,1028923
555407,1028923
64135,1028923
933048,1028923
769399,1028923
327240,1028923
660310,783266
660310,840632
160698,660310
660310,775729
660310,1063126
228806,660310
660310,1097340
406425,1113291
783266,840632
160698,783266
251316,783266
775729,783266
783266,1063126
228806,783266
783266,1097340
783266,1146586
136104,907337
160698,840632
251316,840632
775729,840632
840632,1063126
228806,840632
840632,1097340
840632,1146586
160698,251316
160698,775729
160698,1063126
160698,269179
160698,228806
160698,1097340
201659,906707
201659,1144370
201659,595720
201659,301409
201659,1170343
46334,78790
78790,300302
78790,439649
78790,832970
5585,78790
78790,923715
78790,432286
64135,78790
78790,933048
78790,327240
78790,753549
49042,103475
922697,1054506
653168,922697
366473,922697
383406,922697
300147,480511
300147,726294
300147,579374
300147,539005
300147,506713
300147,392281
300147,310482
300147,1023494
653168,791724
366473,791724
383406,791724
791724,1014258
791724,826955
251063,941749
46334,1176803
300302,1176803
832970,1176803
5585,1176803
300930,1176803
923715,1176803
555407,1176803
64135,1176803
933048,1176803
769399,1176803
327240,1176803
46334,300302
46334,439649
5585,46334
46334,923715
46334,432286
46334,555407
46334,769399
46334,753549
480511,726294
480511,579374
63351,480511
480511,1046485
480511,506713
392281,480511
310482,480511
480511,1023494
300302,439649
300302,832970
300302,300930
300302,432286
300302,555407
300302,933048
300302,327240
300302,753549
579374,726294
539005,726294
506713,726294
392281,726294
310482,726294
726294,1023494
294199,759102
439649,832970
5585,439649
439649,923715
432286,439649
439649,555407
64135,439649
439649,933048
439649,769399
327240,439649
439649,753549
269359,783786
376435,783786
220952,783786
251316,775729
251316,1063126
228806,251316
251316,1097340
5585,832970
300930,832970
832970,923715
555407,832970
64135,832970
832970,933048
769399,832970
327240,832970
753549,832970
5585,923715
5585,432286
5585,555407
5585,64135
5585,933048
5585,769399
5585,327240
5585,753549
906707,1144370
595720,906707
301409,906707
906707,1170343
234965,990433
144855,604087
178591,1013285
775729,1063126
228806,775729
775729,1097340
595720,1144370
301409,1144370
